Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Unnamed: 15
H Das,2008-2008,1.0,1,0,2,2,2.00,5,40.00,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
GHS Garton,2021-2021,5.0,3,2,2,2*,2.00,4,50.00,0,0,1,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
RS Gavaskar,2010-2010,2.0,1,0,2,2,2.00,8,25.00,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
RJ Gleeson,2024-2024,2.0,1,1,2,2*,-,2,100.00,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
S Randiv,2011-2011,8.0,1,0,2,2,2.00,4,50.00,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
Mashrafe Mortaza,2009-2009,1.0,1,1,2,2*,-,2,100.00,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Mohammad Ashraful,2009-2009,1.0,1,0,2,2,2.00,10,20.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
RG More,2015-2015,2.0,1,1,2,2*,-,2,100.00,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
T Shamsi,2016-2021,5.0,1,1,2,2*,-,4,50.00,0,0,0,0,0,
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
BR Sharath,2024-2024,1.0,1,0,2,2,2.00,5,40.00,0,0,0,0,0,
(Gujarat Titans),,,,,,,,,,,,,,,
Shivam Singh,2024-2024,1.0,1,1,2,2*,-,3,66.66,0,0,0,0,0,
(Punjab Kings),,,,,,,,,,,,,,,
Shoaib Akhtar,2008-2008,3.0,1,0,2,2,2.00,7,28.57,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Arshdeep Singh,2009-2012,23.0,5,1,2,1*,0.50,10,20.00,0,0,3,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
SB Wagh,2010-2011,8.0,2,0,2,2,1.00,3,66.66,0,0,1,0,0,
"(Pune Warriors, Rajasthan Royals)",,,,,,,,,,,,,,,
VS Yeligati,2008-2008,2.0,1,0,2,2,2.00,2,100.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
Abdul Basith,2023-2023,1.0,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
MS Bhandage,2025-2025,1.0,1,0,1,1,1.00,4,25.00,0,0,0,0,0,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
SE Bond,2010-2010,8.0,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
M de Lange,2012-2015,5.0,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
"(Kolkata Knight Riders, Mumbai Indians)",,,,,,,,,,,,,,,
HF Gurney,2019-2019,8.0,1,1,1,1*,-,5,20.00,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
BE Hendricks,2014-2015,7.0,3,2,1,1*,1.00,3,33.33,0,0,1,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
KA Maharaj,2024-2024,2.0,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Mohit Rathee,2023-2023,1.0,1,1,1,1*,-,2,50.00,0,0,0,0,0,
(Punjab Kings),,,,,,,,,,,,,,,
SZ Mulani,2024-2024,2.0,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
DJ Muthuswami,2015-2015,6.0,2,1,1,1,1.00,3,33.33,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
P Parameswaran,2011-2012,8.0,2,2,1,1*,-,2,50.00,0,0,0,0,0,
"(Kochi Tuskers Kerala, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
LE Plunkett,2018-2018,7.0,2,1,1,1*,1.00,3,33.33,0,0,1,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
PVSN Raju,2025-2025,2.0,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
DS Rathi,2025-2025,10.0,2,1,1,1,1.00,3,33.33,0,0,0,0,0,
(Lucknow Super Giants),,,,,,,,,,,,,,,
NJ Rimmington,2011-2011,1.0,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
PM Sarvesh Kumar,2008-2008,2.0,1,1,1,1*,-,2,50.00,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
Shoaib Ahmed,2009-2009,8.0,3,1,1,1*,0.50,6,16.66,0,0,2,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
MJ Suthar,2024-2024,1.0,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
(Gujarat Titans),,,,,,,,,,,,,,,
DP Vijaykumar,2008-2008,9.0,2,2,1,1*,-,1,100.00,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
LB Williams,2024-2024,2.0,1,1,1,1*,-,2,50.00,0,0,0,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
S Ladda,2010-2016,9.0,2,1,0,0*,0.00,9,0.00,0,0,1,0,0,
"(Delhi Daredevils, Gujarat Lions, Kolkata Knight Riders)",,,,,,,,,,,,,,,
YA Abdulla,2009-2010,11.0,1,1,0,0*,-,1,0.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
Abdur Razzak,2008-2008,1.0,1,1,0,0*,-,2,0.00,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
L Ablish,2010-2011,3.0,1,1,0,0*,-,2,0.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
KM Asif,2018-2023,7.0,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
"(Chennai Super Kings, Rajasthan Royals)",,,,,,,,,,,,,,,
RR Bhatkal,2012-2012,1.0,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
SS Cottrell,2020-2020,6.0,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
MJ Dagar,2023-2024,8.0,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
"(Royal Challengers Bengaluru, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
JL Denly,2019-2019,1.0,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
ND Doshi,2010-2011,4.0,1,0,0,0,0.00,13,0.00,0,0,1,0,0,
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
C Ganapathy,2010-2010,1.0,1,1,0,0*,-,0,-,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
Sunny Gupta,2012-2012,1.0,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
BW Hilfenhaus,2012-2014,17.0,1,1,0,0*,-,0,-,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
U Kaul,2008-2008,5.0,1,1,0,0*,-,1,0.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
S Kaushik,2016-2017,10.0,2,1,0,0*,0.00,1,0.00,0,0,1,0,0,
(Gujarat Lions),,,,,,,,,,,,,,,
S Lamichhane,2018-2019,9.0,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
"(Delhi Capitals, Delhi Daredevils)",,,,,,,,,,,,,,,
RP Meredith,2021-2023,18.0,3,3,0,0*,-,3,0.00,0,0,0,0,0,
"(Mumbai Indians, Punjab Kings)",,,,,,,,,,,,,,,
C Nanda,2009-2009,3.0,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
A Nel,2008-2008,1.0,1,0,0,0,0.00,0,-,0,0,1,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
IC Pandey,2013-2015,25.0,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
"(Chennai Super Kings, Pune Warriors)",,,,,,,,,,,,,,,
V Pratap Singh,2012-2012,9.0,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
Y Prithvi Raj,2019-2019,2.0,1,1,0,0*,-,1,0.00,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
R Sanjay Yadav,2022-2022,1.0,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
KR Sen,2022-2024,12.0,1,1,0,0*,-,3,0.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
TP Sudhindra,2012-2012,3.0,1,1,0,0*,-,0,-,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
K Yadav,2021-2023,3.0,1,1,0,0*,-,4,0.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Yash Dayal,2022-2025,38.0,2,0,0,0,0.00,2,0.00,0,0,2,0,0,
"(Gujarat Titans, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
P Amarnath,2008-2008,6.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
SS Agarwal,2017-2017,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Lions),,,,,,,,,,,,,,,
Akash Singh,2021-2023,7.0,-,-,-,-,-,-,-,-,-,-,-,-,
"(Chennai Super Kings, Rajasthan Royals)",,,,,,,,,,,,,,,
Anand Rajan,2011-2013,8.0,-,-,-,-,-,-,-,-,-,-,-,-,
"(Deccan Chargers, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Ashwani Kumar,2025-2025,3.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
SM Boland,2016-2016,2.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Rising Pune Supergiants),,,,,,,,,,,,,,,
RR Bose,2009-2009,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
N Burger,2024-2024,5.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
CJ Dala,2018-2018,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
KH Devdhar,2011-2011,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
P Dharmani,2008-2008,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
Gagandeep Singh,2008-2008,4.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
B Geeves,2008-2008,2.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
R Goyal,2023-2023,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
CJ Green,2020-2020,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Gurnoor Brar,2023-2023,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Punjab Kings),,,,,,,,,,,,,,,
RS Hangargekar,2023-2023,2.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
Harmeet Singh,2013-2013,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
JW Hastings,2014-2016,3.0,-,-,-,-,-,-,-,-,-,-,-,-,
"(Chennai Super Kings, Kolkata Knight Riders)",,,,,,,,,,,,,,,
MJ Henry,2017-2024,6.0,-,-,-,-,-,-,-,-,-,-,-,-,
"(Kings XI Punjab, Lucknow Super Giants)",,,,,,,,,,,,,,,
Himmat Singh,2025-2025,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
D Jansen,2023-2023,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
S Joseph,2024-2024,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
Karim Janat,2025-2025,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Titans),,,,,,,,,,,,,,,
V Kaverappa,2024-2024,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Punjab Kings),,,,,,,,,,,,,,,
AA Kazi,2011-2011,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
K Khejroliya,2018-2025,8.0,-,-,-,-,-,-,-,-,-,-,-,-,
"(Gujarat Titans, Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
SC Kuggeleijn,2019-2019,2.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
JB Little,2023-2024,11.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Titans),,,,,,,,,,,,,,,
SSB Magala,2023-2023,2.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
E Malinga,2025-2025,3.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
KT Maphaka,2024-2024,2.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
LI Meriwala,2021-2021,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Capitals),,,,,,,,,,,,,,,
S Midhun,2019-2019,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
T Mishra,2012-2012,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
Monu Kumar,2020-2020,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
MG Neser,2013-2013,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
L Ngidi,2018-2021,14.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
MB Parmar,2010-2010,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
M Pathirana,2022-2025,27.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
RV Pawar,2008-2008,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
IC Porel,2021-2021,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Punjab Kings),,,,,,,,,,,,,,,
P Prasanth,2011-2011,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Kochi Tuskers Kerala),,,,,,,,,,,,,,,
RW Price,2011-2011,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
V Puthur,2025-2025,5.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
AM Salvi,2009-2011,7.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
S Sandeep Warrier,2019-2024,10.0,-,-,-,-,-,-,-,-,-,-,-,-,
"(Gujarat Titans, Kolkata Knight Riders)",,,,,,,,,,,,,,,
GS Sandhu,2015-2015,3.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
K Santokie,2014-2014,2.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
SS Sarkar,2009-2009,2.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Jalaj S Saxena,2021-2021,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Punjab Kings),,,,,,,,,,,,,,,
RA Shaikh,2009-2009,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
H Sharma,2023-2024,2.0,-,-,-,-,-,-,-,-,-,-,-,-,
"(Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
M Siddharth,2024-2025,5.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
NB Singh,2017-2017,2.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Lions),,,,,,,,,,,,,,,
PH Solanki,2022-2022,2.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
P Suyal,2013-2015,5.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
Suyash Sharma,2023-2025,22.0,-,-,-,-,-,-,-,-,-,-,-,-,
"(Kolkata Knight Riders, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
Tejas Baroka,2017-2017,1.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Lions),,,,,,,,,,,,,,,
Yash Thakur,2023-2025,21.0,-,-,-,-,-,-,-,-,-,-,-,-,
"(Lucknow Super Giants, Punjab Kings)",,,,,,,,,,,,,,,
O Thomas,2019-2019,4.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
N Thushara,2024-2024,7.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
MP Yadav,2024-2025,5.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
Zeeshan Ansari,2025-2025,7.0,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
